"local_date_time","UTC_date_time","height","phenomenon"
2017-09-07 03:59:00,2017-09-07 02:59:00,3.3,"high-tide"
2017-09-07 09:48:00,2017-09-07 08:48:00,0.5,"low-tide"
2017-09-07 16:18:00,2017-09-07 15:18:00,3.5,"high-tide"
2017-09-07 22:11:00,2017-09-07 21:11:00,0.4,"low-tide"
2017-09-08 04:37:00,2017-09-08 03:37:00,3.4,"high-tide"
2017-09-08 10:24:00,2017-09-08 09:24:00,0.5,"low-tide"
2017-09-08 16:55:00,2017-09-08 15:55:00,3.5,"high-tide"
2017-09-08 22:47:00,2017-09-08 21:47:00,0.4,"low-tide"
2017-09-09 05:15:00,2017-09-09 04:15:00,3.4,"high-tide"
2017-09-09 11:03:00,2017-09-09 10:03:00,0.5,"low-tide"
2017-09-09 17:35:00,2017-09-09 16:35:00,3.4,"high-tide"
2017-09-09 23:26:00,2017-09-09 22:26:00,0.5,"low-tide"
2017-09-10 05:56:00,2017-09-10 04:56:00,3.3,"high-tide"
2017-09-10 11:43:00,2017-09-10 10:43:00,0.6,"low-tide"
2017-09-10 18:17:00,2017-09-10 17:17:00,3.3,"high-tide"
2017-09-11 00:07:00,2017-09-10 23:07:00,0.7,"low-tide"
2017-09-11 06:40:00,2017-09-11 05:40:00,3.2,"high-tide"
2017-09-11 12:28:00,2017-09-11 11:28:00,0.8,"low-tide"
2017-09-11 19:04:00,2017-09-11 18:04:00,3.1,"high-tide"
2017-09-12 00:54:00,2017-09-11 23:54:00,0.9,"low-tide"
2017-09-12 07:31:00,2017-09-12 06:31:00,3,"high-tide"
2017-09-12 13:22:00,2017-09-12 12:22:00,1,"low-tide"
2017-09-12 20:01:00,2017-09-12 19:01:00,2.9,"high-tide"
2017-09-13 01:51:00,2017-09-13 00:51:00,1.1,"low-tide"
2017-09-13 08:34:00,2017-09-13 07:34:00,2.9,"high-tide"
2017-09-13 14:30:00,2017-09-13 13:30:00,1.1,"low-tide"
2017-09-13 21:14:00,2017-09-13 20:14:00,2.8,"high-tide"
2017-09-14 03:07:00,2017-09-14 02:07:00,1.3,"low-tide"
2017-09-14 09:53:00,2017-09-14 08:53:00,2.8,"high-tide"
2017-09-14 16:05:00,2017-09-14 15:05:00,1.2,"low-tide"
2017-09-14 22:39:00,2017-09-14 21:39:00,2.7,"high-tide"
2017-09-15 04:44:00,2017-09-15 03:44:00,1.3,"low-tide"
2017-09-15 11:16:00,2017-09-15 10:16:00,2.9,"high-tide"
2017-09-15 17:38:00,2017-09-15 16:38:00,1.1,"low-tide"
2017-09-15 23:58:00,2017-09-15 22:58:00,2.8,"high-tide"
2017-09-16 06:04:00,2017-09-16 05:04:00,1.2,"low-tide"
2017-09-16 12:26:00,2017-09-16 11:26:00,3,"high-tide"
2017-09-16 18:44:00,2017-09-16 17:44:00,0.9,"low-tide"
2017-09-17 01:01:00,2017-09-17 00:01:00,3,"high-tide"
2017-09-17 07:02:00,2017-09-17 06:02:00,1,"low-tide"
2017-09-17 13:24:00,2017-09-17 12:24:00,3.2,"high-tide"
2017-09-17 19:35:00,2017-09-17 18:35:00,0.7,"low-tide"
2017-09-18 01:52:00,2017-09-18 00:52:00,3.2,"high-tide"
2017-09-18 07:50:00,2017-09-18 06:50:00,0.8,"low-tide"
2017-09-18 14:13:00,2017-09-18 13:13:00,3.4,"high-tide"
2017-09-18 20:20:00,2017-09-18 19:20:00,0.6,"low-tide"
2017-09-19 02:37:00,2017-09-19 01:37:00,3.3,"high-tide"
2017-09-19 08:33:00,2017-09-19 07:33:00,0.6,"low-tide"
2017-09-19 14:57:00,2017-09-19 13:57:00,3.5,"high-tide"
2017-09-19 21:00:00,2017-09-19 20:00:00,0.5,"low-tide"
2017-09-20 03:18:00,2017-09-20 02:18:00,3.4,"high-tide"
2017-09-20 09:12:00,2017-09-20 08:12:00,0.5,"low-tide"
2017-09-20 15:38:00,2017-09-20 14:38:00,3.6,"high-tide"
2017-09-20 21:37:00,2017-09-20 20:37:00,0.4,"low-tide"
2017-09-21 03:57:00,2017-09-21 02:57:00,3.4,"high-tide"
2017-09-21 09:48:00,2017-09-21 08:48:00,0.5,"low-tide"
2017-09-21 16:17:00,2017-09-21 15:17:00,3.5,"high-tide"
2017-09-21 22:11:00,2017-09-21 21:11:00,0.5,"low-tide"
2017-09-22 04:34:00,2017-09-22 03:34:00,3.4,"high-tide"
2017-09-22 10:23:00,2017-09-22 09:23:00,0.5,"low-tide"
2017-09-22 16:53:00,2017-09-22 15:53:00,3.4,"high-tide"
2017-09-22 22:44:00,2017-09-22 21:44:00,0.6,"low-tide"
2017-09-23 05:09:00,2017-09-23 04:09:00,3.3,"high-tide"
2017-09-23 10:57:00,2017-09-23 09:57:00,0.7,"low-tide"
2017-09-23 17:28:00,2017-09-23 16:28:00,3.3,"high-tide"
2017-09-23 23:16:00,2017-09-23 22:16:00,0.7,"low-tide"
2017-09-24 05:44:00,2017-09-24 04:44:00,3.1,"high-tide"
2017-09-24 11:30:00,2017-09-24 10:30:00,0.8,"low-tide"
2017-09-24 18:03:00,2017-09-24 17:03:00,3.1,"high-tide"
2017-09-24 23:47:00,2017-09-24 22:47:00,0.9,"low-tide"
2017-09-25 06:19:00,2017-09-25 05:19:00,3,"high-tide"
2017-09-25 12:05:00,2017-09-25 11:05:00,1,"low-tide"
2017-09-25 18:38:00,2017-09-25 17:38:00,2.9,"high-tide"
2017-09-26 00:21:00,2017-09-25 23:21:00,1.1,"low-tide"
2017-09-26 06:57:00,2017-09-26 05:57:00,2.8,"high-tide"
2017-09-26 12:45:00,2017-09-26 11:45:00,1.2,"low-tide"
2017-09-26 19:19:00,2017-09-26 18:19:00,2.7,"high-tide"
2017-09-27 01:02:00,2017-09-27 00:02:00,1.3,"low-tide"
2017-09-27 07:44:00,2017-09-27 06:44:00,2.7,"high-tide"
2017-09-27 13:38:00,2017-09-27 12:38:00,1.4,"low-tide"
2017-09-27 20:15:00,2017-09-27 19:15:00,2.5,"high-tide"
2017-09-28 01:59:00,2017-09-28 00:59:00,1.5,"low-tide"
2017-09-28 08:53:00,2017-09-28 07:53:00,2.5,"high-tide"
2017-09-28 15:03:00,2017-09-28 14:03:00,1.5,"low-tide"
2017-09-28 21:38:00,2017-09-28 20:38:00,2.4,"high-tide"
2017-09-29 03:36:00,2017-09-29 02:36:00,1.6,"low-tide"
2017-09-29 10:18:00,2017-09-29 09:18:00,2.5,"high-tide"
2017-09-29 16:54:00,2017-09-29 15:54:00,1.5,"low-tide"
2017-09-29 23:05:00,2017-09-29 22:05:00,2.4,"high-tide"
2017-09-30 05:16:00,2017-09-30 04:16:00,1.5,"low-tide"
2017-09-30 11:34:00,2017-09-30 10:34:00,2.6,"high-tide"
2017-09-30 18:01:00,2017-09-30 17:01:00,1.4,"low-tide"
2017-10-01 00:10:00,2017-09-30 23:10:00,2.6,"high-tide"
2017-10-01 06:14:00,2017-10-01 05:14:00,1.4,"low-tide"
2017-10-01 12:30:00,2017-10-01 11:30:00,2.8,"high-tide"
2017-10-01 18:47:00,2017-10-01 17:47:00,1.2,"low-tide"
2017-10-02 00:59:00,2017-10-01 23:59:00,2.8,"high-tide"
2017-10-02 06:57:00,2017-10-02 05:57:00,1.2,"low-tide"
2017-10-02 13:15:00,2017-10-02 12:15:00,3,"high-tide"
2017-10-02 19:24:00,2017-10-02 18:24:00,1,"low-tide"
2017-10-03 01:39:00,2017-10-03 00:39:00,3,"high-tide"
2017-10-03 07:35:00,2017-10-03 06:35:00,0.9,"low-tide"
2017-10-03 13:55:00,2017-10-03 12:55:00,3.2,"high-tide"
2017-10-03 19:59:00,2017-10-03 18:59:00,0.8,"low-tide"
2017-10-04 02:17:00,2017-10-04 01:17:00,3.2,"high-tide"
2017-10-04 08:11:00,2017-10-04 07:11:00,0.7,"low-tide"
2017-10-04 14:34:00,2017-10-04 13:34:00,3.4,"high-tide"
2017-10-04 20:34:00,2017-10-04 19:34:00,0.6,"low-tide"
2017-10-05 02:55:00,2017-10-05 01:55:00,3.3,"high-tide"
2017-10-05 08:48:00,2017-10-05 07:48:00,0.6,"low-tide"
2017-10-05 15:13:00,2017-10-05 14:13:00,3.5,"high-tide"
2017-10-05 21:10:00,2017-10-05 20:10:00,0.4,"low-tide"
2017-10-06 03:34:00,2017-10-06 02:34:00,3.4,"high-tide"
2017-10-06 09:25:00,2017-10-06 08:25:00,0.4,"low-tide"
2017-10-06 15:53:00,2017-10-06 14:53:00,3.6,"high-tide"
2017-10-06 21:47:00,2017-10-06 20:47:00,0.3,"low-tide"
2017-10-07 04:13:00,2017-10-07 03:13:00,3.5,"high-tide"
2017-10-07 10:03:00,2017-10-07 09:03:00,0.4,"low-tide"
2017-10-07 16:33:00,2017-10-07 15:33:00,3.6,"high-tide"
2017-10-07 22:24:00,2017-10-07 21:24:00,0.3,"low-tide"
2017-10-08 04:54:00,2017-10-08 03:54:00,3.5,"high-tide"
2017-10-08 10:43:00,2017-10-08 09:43:00,0.4,"low-tide"
2017-10-08 17:15:00,2017-10-08 16:15:00,3.5,"high-tide"
2017-10-08 23:04:00,2017-10-08 22:04:00,0.4,"low-tide"
2017-10-09 05:36:00,2017-10-09 04:36:00,3.4,"high-tide"
2017-10-09 11:26:00,2017-10-09 10:26:00,0.5,"low-tide"
2017-10-09 17:59:00,2017-10-09 16:59:00,3.4,"high-tide"
2017-10-09 23:46:00,2017-10-09 22:46:00,0.6,"low-tide"
2017-10-10 06:22:00,2017-10-10 05:22:00,3.3,"high-tide"
2017-10-10 12:12:00,2017-10-10 11:12:00,0.7,"low-tide"
2017-10-10 18:49:00,2017-10-10 17:49:00,3.1,"high-tide"
2017-10-11 00:34:00,2017-10-10 23:34:00,0.9,"low-tide"
2017-10-11 07:14:00,2017-10-11 06:14:00,3.1,"high-tide"
2017-10-11 13:08:00,2017-10-11 12:08:00,0.9,"low-tide"
2017-10-11 19:48:00,2017-10-11 18:48:00,2.9,"high-tide"
2017-10-12 01:32:00,2017-10-12 00:32:00,1.1,"low-tide"
2017-10-12 08:20:00,2017-10-12 07:20:00,2.9,"high-tide"
2017-10-12 14:20:00,2017-10-12 13:20:00,1.1,"low-tide"
2017-10-12 21:04:00,2017-10-12 20:04:00,2.7,"high-tide"
2017-10-13 02:52:00,2017-10-13 01:52:00,1.3,"low-tide"
2017-10-13 09:40:00,2017-10-13 08:40:00,2.8,"high-tide"
2017-10-13 16:00:00,2017-10-13 15:00:00,1.2,"low-tide"
2017-10-13 22:30:00,2017-10-13 21:30:00,2.7,"high-tide"
2017-10-14 04:35:00,2017-10-14 03:35:00,1.3,"low-tide"
2017-10-14 11:03:00,2017-10-14 10:03:00,2.9,"high-tide"
2017-10-14 17:29:00,2017-10-14 16:29:00,1.1,"low-tide"
2017-10-14 23:48:00,2017-10-14 22:48:00,2.8,"high-tide"
2017-10-15 05:52:00,2017-10-15 04:52:00,1.2,"low-tide"
2017-10-15 12:13:00,2017-10-15 11:13:00,3,"high-tide"
2017-10-15 18:30:00,2017-10-15 17:30:00,0.9,"low-tide"
2017-10-16 00:48:00,2017-10-15 23:48:00,3,"high-tide"
2017-10-16 06:47:00,2017-10-16 05:47:00,1,"low-tide"
2017-10-16 13:08:00,2017-10-16 12:08:00,3.2,"high-tide"
2017-10-16 19:18:00,2017-10-16 18:18:00,0.8,"low-tide"
2017-10-17 01:35:00,2017-10-17 00:35:00,3.1,"high-tide"
2017-10-17 07:33:00,2017-10-17 06:33:00,0.8,"low-tide"
2017-10-17 13:54:00,2017-10-17 12:54:00,3.3,"high-tide"
2017-10-17 19:59:00,2017-10-17 18:59:00,0.6,"low-tide"
2017-10-18 02:16:00,2017-10-18 01:16:00,3.2,"high-tide"
2017-10-18 08:13:00,2017-10-18 07:13:00,0.7,"low-tide"
2017-10-18 14:35:00,2017-10-18 13:35:00,3.4,"high-tide"
2017-10-18 20:37:00,2017-10-18 19:37:00,0.6,"low-tide"
2017-10-19 02:55:00,2017-10-19 01:55:00,3.3,"high-tide"
2017-10-19 08:50:00,2017-10-19 07:50:00,0.6,"low-tide"
2017-10-19 15:14:00,2017-10-19 14:14:00,3.4,"high-tide"
2017-10-19 21:11:00,2017-10-19 20:11:00,0.6,"low-tide"
2017-10-20 03:32:00,2017-10-20 02:32:00,3.3,"high-tide"
2017-10-20 09:25:00,2017-10-20 08:25:00,0.6,"low-tide"
2017-10-20 15:51:00,2017-10-20 14:51:00,3.4,"high-tide"
2017-10-20 21:44:00,2017-10-20 20:44:00,0.6,"low-tide"
2017-10-21 04:07:00,2017-10-21 03:07:00,3.3,"high-tide"
2017-10-21 09:59:00,2017-10-21 08:59:00,0.6,"low-tide"
2017-10-21 16:26:00,2017-10-21 15:26:00,3.3,"high-tide"
2017-10-21 22:15:00,2017-10-21 21:15:00,0.7,"low-tide"
2017-10-22 04:41:00,2017-10-22 03:41:00,3.3,"high-tide"
2017-10-22 10:31:00,2017-10-22 09:31:00,0.7,"low-tide"
2017-10-22 16:59:00,2017-10-22 15:59:00,3.2,"high-tide"
2017-10-22 22:45:00,2017-10-22 21:45:00,0.8,"low-tide"
2017-10-23 05:14:00,2017-10-23 04:14:00,3.2,"high-tide"
2017-10-23 11:03:00,2017-10-23 10:03:00,0.8,"low-tide"
2017-10-23 17:32:00,2017-10-23 16:32:00,3,"high-tide"
2017-10-23 23:15:00,2017-10-23 22:15:00,0.9,"low-tide"
2017-10-24 05:47:00,2017-10-24 04:47:00,3,"high-tide"
2017-10-24 11:37:00,2017-10-24 10:37:00,1,"low-tide"
2017-10-24 18:05:00,2017-10-24 17:05:00,2.9,"high-tide"
2017-10-24 23:47:00,2017-10-24 22:47:00,1.1,"low-tide"
2017-10-25 06:22:00,2017-10-25 05:22:00,2.9,"high-tide"
2017-10-25 12:14:00,2017-10-25 11:14:00,1.2,"low-tide"
2017-10-25 18:42:00,2017-10-25 17:42:00,2.7,"high-tide"
2017-10-26 00:24:00,2017-10-25 23:24:00,1.3,"low-tide"
2017-10-26 07:03:00,2017-10-26 06:03:00,2.7,"high-tide"
2017-10-26 13:02:00,2017-10-26 12:02:00,1.3,"low-tide"
2017-10-26 19:31:00,2017-10-26 18:31:00,2.5,"high-tide"
2017-10-27 01:14:00,2017-10-27 00:14:00,1.5,"low-tide"
2017-10-27 08:01:00,2017-10-27 07:01:00,2.6,"high-tide"
2017-10-27 14:10:00,2017-10-27 13:10:00,1.5,"low-tide"
2017-10-27 20:45:00,2017-10-27 19:45:00,2.4,"high-tide"
2017-10-28 02:29:00,2017-10-28 01:29:00,1.6,"low-tide"
2017-10-28 09:22:00,2017-10-28 08:22:00,2.6,"high-tide"
2017-10-28 15:47:00,2017-10-28 14:47:00,1.5,"low-tide"
2017-10-28 22:14:00,2017-10-28 21:14:00,2.4,"high-tide"
2017-10-29 03:11:00,2017-10-29 03:11:00,1.6,"low-tide"
2017-10-29 09:43:00,2017-10-29 09:43:00,2.6,"high-tide"
2017-10-29 16:09:00,2017-10-29 16:09:00,1.4,"low-tide"
2017-10-29 22:27:00,2017-10-29 22:27:00,2.6,"high-tide"
2017-10-30 04:27:00,2017-10-30 04:27:00,1.4,"low-tide"
2017-10-30 10:47:00,2017-10-30 10:47:00,2.8,"high-tide"
2017-10-30 17:03:00,2017-10-30 17:03:00,1.2,"low-tide"
2017-10-30 23:21:00,2017-10-30 23:21:00,2.8,"high-tide"
2017-10-31 05:18:00,2017-10-31 05:18:00,1.2,"low-tide"
2017-10-31 11:37:00,2017-10-31 11:37:00,2.9,"high-tide"
2017-10-31 17:46:00,2017-10-31 17:46:00,1,"low-tide"
2017-11-01 00:05:00,2017-11-01 00:05:00,3,"high-tide"
2017-11-01 06:01:00,2017-11-01 06:01:00,1,"low-tide"
2017-11-01 12:22:00,2017-11-01 12:22:00,3.1,"high-tide"
2017-11-01 18:25:00,2017-11-01 18:25:00,0.7,"low-tide"
2017-11-02 00:46:00,2017-11-02 00:46:00,3.2,"high-tide"
2017-11-02 06:42:00,2017-11-02 06:42:00,0.7,"low-tide"
2017-11-02 13:04:00,2017-11-02 13:04:00,3.3,"high-tide"
2017-11-02 19:04:00,2017-11-02 19:04:00,0.5,"low-tide"
2017-11-03 01:27:00,2017-11-03 01:27:00,3.4,"high-tide"
2017-11-03 07:22:00,2017-11-03 07:22:00,0.5,"low-tide"
2017-11-03 13:46:00,2017-11-03 13:46:00,3.5,"high-tide"
2017-11-03 19:44:00,2017-11-03 19:44:00,0.4,"low-tide"
2017-11-04 02:09:00,2017-11-04 02:09:00,3.5,"high-tide"
2017-11-04 08:03:00,2017-11-04 08:03:00,0.4,"low-tide"
2017-11-04 14:29:00,2017-11-04 14:29:00,3.6,"high-tide"
2017-11-04 20:24:00,2017-11-04 20:24:00,0.3,"low-tide"
2017-11-05 02:51:00,2017-11-05 02:51:00,3.6,"high-tide"
2017-11-05 08:45:00,2017-11-05 08:45:00,0.3,"low-tide"
2017-11-05 15:13:00,2017-11-05 15:13:00,3.6,"high-tide"
2017-11-05 21:04:00,2017-11-05 21:04:00,0.3,"low-tide"
2017-11-06 03:35:00,2017-11-06 03:35:00,3.6,"high-tide"
2017-11-06 09:27:00,2017-11-06 09:27:00,0.3,"low-tide"
2017-11-06 15:58:00,2017-11-06 15:58:00,3.5,"high-tide"
2017-11-06 21:46:00,2017-11-06 21:46:00,0.4,"low-tide"
2017-11-07 04:20:00,2017-11-07 04:20:00,3.5,"high-tide"
2017-11-07 10:13:00,2017-11-07 10:13:00,0.4,"low-tide"
2017-11-07 16:45:00,2017-11-07 16:45:00,3.4,"high-tide"
2017-11-07 22:31:00,2017-11-07 22:31:00,0.6,"low-tide"
2017-11-08 05:09:00,2017-11-08 05:09:00,3.4,"high-tide"
2017-11-08 11:02:00,2017-11-08 11:02:00,0.6,"low-tide"
2017-11-08 17:38:00,2017-11-08 17:38:00,3.1,"high-tide"
2017-11-08 23:20:00,2017-11-08 23:20:00,0.9,"low-tide"
2017-11-09 06:03:00,2017-11-09 06:03:00,3.2,"high-tide"
2017-11-09 11:59:00,2017-11-09 11:59:00,0.9,"low-tide"
2017-11-09 18:38:00,2017-11-09 18:38:00,2.9,"high-tide"
2017-11-10 00:19:00,2017-11-10 00:19:00,1.1,"low-tide"
2017-11-10 07:07:00,2017-11-10 07:07:00,3,"high-tide"
2017-11-10 13:11:00,2017-11-10 13:11:00,1.1,"low-tide"
2017-11-10 19:50:00,2017-11-10 19:50:00,2.8,"high-tide"
2017-11-11 01:36:00,2017-11-11 01:36:00,1.3,"low-tide"
2017-11-11 08:21:00,2017-11-11 08:21:00,2.9,"high-tide"
2017-11-11 14:41:00,2017-11-11 14:41:00,1.1,"low-tide"
2017-11-11 21:10:00,2017-11-11 21:10:00,2.7,"high-tide"
2017-11-12 03:09:00,2017-11-12 03:09:00,1.3,"low-tide"
2017-11-12 09:39:00,2017-11-12 09:39:00,2.9,"high-tide"
2017-11-12 16:04:00,2017-11-12 16:04:00,1.1,"low-tide"
2017-11-12 22:25:00,2017-11-12 22:25:00,2.8,"high-tide"
2017-11-13 04:27:00,2017-11-13 04:27:00,1.2,"low-tide"
2017-11-13 10:49:00,2017-11-13 10:49:00,3,"high-tide"
2017-11-13 17:06:00,2017-11-13 17:06:00,1,"low-tide"
2017-11-13 23:25:00,2017-11-13 23:25:00,2.9,"high-tide"
2017-11-14 05:24:00,2017-11-14 05:24:00,1.1,"low-tide"
2017-11-14 11:44:00,2017-11-14 11:44:00,3.1,"high-tide"
2017-11-14 17:54:00,2017-11-14 17:54:00,0.9,"low-tide"
2017-11-15 00:12:00,2017-11-15 00:12:00,3,"high-tide"
2017-11-15 06:11:00,2017-11-15 06:11:00,1,"low-tide"
2017-11-15 12:30:00,2017-11-15 12:30:00,3.2,"high-tide"
2017-11-15 18:35:00,2017-11-15 18:35:00,0.8,"low-tide"
2017-11-16 00:53:00,2017-11-16 00:53:00,3.1,"high-tide"
2017-11-16 06:52:00,2017-11-16 06:52:00,0.8,"low-tide"
2017-11-16 13:12:00,2017-11-16 13:12:00,3.2,"high-tide"
2017-11-16 19:12:00,2017-11-16 19:12:00,0.7,"low-tide"
2017-11-17 01:31:00,2017-11-17 01:31:00,3.2,"high-tide"
2017-11-17 07:29:00,2017-11-17 07:29:00,0.8,"low-tide"
2017-11-17 13:50:00,2017-11-17 13:50:00,3.2,"high-tide"
2017-11-17 19:46:00,2017-11-17 19:46:00,0.7,"low-tide"
2017-11-18 02:08:00,2017-11-18 02:08:00,3.3,"high-tide"
2017-11-18 08:05:00,2017-11-18 08:05:00,0.7,"low-tide"
2017-11-18 14:27:00,2017-11-18 14:27:00,3.2,"high-tide"
2017-11-18 20:19:00,2017-11-18 20:19:00,0.7,"low-tide"
2017-11-19 02:44:00,2017-11-19 02:44:00,3.3,"high-tide"
2017-11-19 08:38:00,2017-11-19 08:38:00,0.7,"low-tide"
2017-11-19 15:01:00,2017-11-19 15:01:00,3.2,"high-tide"
2017-11-19 20:50:00,2017-11-19 20:50:00,0.8,"low-tide"
2017-11-20 03:18:00,2017-11-20 03:18:00,3.2,"high-tide"
2017-11-20 09:11:00,2017-11-20 09:11:00,0.8,"low-tide"
2017-11-20 15:35:00,2017-11-20 15:35:00,3.1,"high-tide"
2017-11-20 21:20:00,2017-11-20 21:20:00,0.8,"low-tide"
2017-11-21 03:51:00,2017-11-21 03:51:00,3.2,"high-tide"
2017-11-21 09:43:00,2017-11-21 09:43:00,0.8,"low-tide"
2017-11-21 16:08:00,2017-11-21 16:08:00,3,"high-tide"
2017-11-21 21:50:00,2017-11-21 21:50:00,0.9,"low-tide"
2017-11-22 04:24:00,2017-11-22 04:24:00,3.1,"high-tide"
2017-11-22 10:16:00,2017-11-22 10:16:00,0.9,"low-tide"
2017-11-22 16:41:00,2017-11-22 16:41:00,2.9,"high-tide"
2017-11-22 22:23:00,2017-11-22 22:23:00,1,"low-tide"
2017-11-23 04:58:00,2017-11-23 04:58:00,3,"high-tide"
2017-11-23 10:53:00,2017-11-23 10:53:00,1.1,"low-tide"
2017-11-23 17:17:00,2017-11-23 17:17:00,2.7,"high-tide"
2017-11-23 22:59:00,2017-11-23 22:59:00,1.2,"low-tide"
2017-11-24 05:36:00,2017-11-24 05:36:00,2.9,"high-tide"
2017-11-24 11:37:00,2017-11-24 11:37:00,1.2,"low-tide"
2017-11-24 18:01:00,2017-11-24 18:01:00,2.6,"high-tide"
2017-11-24 23:44:00,2017-11-24 23:44:00,1.3,"low-tide"
2017-11-25 06:25:00,2017-11-25 06:25:00,2.8,"high-tide"
2017-11-25 12:31:00,2017-11-25 12:31:00,1.3,"low-tide"
2017-11-25 18:59:00,2017-11-25 18:59:00,2.5,"high-tide"
2017-11-26 00:44:00,2017-11-26 00:44:00,1.4,"low-tide"
2017-11-26 07:29:00,2017-11-26 07:29:00,2.7,"high-tide"
2017-11-26 13:41:00,2017-11-26 13:41:00,1.4,"low-tide"
2017-11-26 20:15:00,2017-11-26 20:15:00,2.5,"high-tide"
2017-11-27 02:02:00,2017-11-27 02:02:00,1.5,"low-tide"
2017-11-27 08:44:00,2017-11-27 08:44:00,2.7,"high-tide"
2017-11-27 14:59:00,2017-11-27 14:59:00,1.3,"low-tide"
2017-11-27 21:32:00,2017-11-27 21:32:00,2.6,"high-tide"
2017-11-28 03:24:00,2017-11-28 03:24:00,1.4,"low-tide"
2017-11-28 09:55:00,2017-11-28 09:55:00,2.7,"high-tide"
2017-11-28 16:08:00,2017-11-28 16:08:00,1.2,"low-tide"
2017-11-28 22:35:00,2017-11-28 22:35:00,2.7,"high-tide"
2017-11-29 04:31:00,2017-11-29 04:31:00,1.3,"low-tide"
2017-11-29 10:55:00,2017-11-29 10:55:00,2.9,"high-tide"
2017-11-29 17:03:00,2017-11-29 17:03:00,1,"low-tide"
2017-11-29 23:28:00,2017-11-29 23:28:00,2.9,"high-tide"
2017-11-30 05:25:00,2017-11-30 05:25:00,1,"low-tide"
2017-11-30 11:46:00,2017-11-30 11:46:00,3.1,"high-tide"
2017-11-30 17:51:00,2017-11-30 17:51:00,0.8,"low-tide"
2017-12-01 00:15:00,2017-12-01 00:15:00,3.1,"high-tide"
2017-12-01 06:13:00,2017-12-01 06:13:00,0.8,"low-tide"
2017-12-01 12:35:00,2017-12-01 12:35:00,3.3,"high-tide"
2017-12-01 18:36:00,2017-12-01 18:36:00,0.6,"low-tide"
2017-12-02 01:01:00,2017-12-02 01:01:00,3.3,"high-tide"
2017-12-02 06:59:00,2017-12-02 06:59:00,0.6,"low-tide"
2017-12-02 13:22:00,2017-12-02 13:22:00,3.4,"high-tide"
2017-12-02 19:20:00,2017-12-02 19:20:00,0.5,"low-tide"
2017-12-03 01:47:00,2017-12-03 01:47:00,3.5,"high-tide"
2017-12-03 07:44:00,2017-12-03 07:44:00,0.4,"low-tide"
2017-12-03 14:09:00,2017-12-03 14:09:00,3.5,"high-tide"
2017-12-03 20:04:00,2017-12-03 20:04:00,0.4,"low-tide"
2017-12-04 02:33:00,2017-12-04 02:33:00,3.6,"high-tide"
2017-12-04 08:30:00,2017-12-04 08:30:00,0.3,"low-tide"
2017-12-04 14:57:00,2017-12-04 14:57:00,3.5,"high-tide"
2017-12-04 20:49:00,2017-12-04 20:49:00,0.4,"low-tide"
2017-12-05 03:20:00,2017-12-05 03:20:00,3.6,"high-tide"
2017-12-05 09:16:00,2017-12-05 09:16:00,0.3,"low-tide"
2017-12-05 15:45:00,2017-12-05 15:45:00,3.5,"high-tide"
2017-12-05 21:34:00,2017-12-05 21:34:00,0.4,"low-tide"
2017-12-06 04:08:00,2017-12-06 04:08:00,3.6,"high-tide"
2017-12-06 10:04:00,2017-12-06 10:04:00,0.4,"low-tide"
2017-12-06 16:35:00,2017-12-06 16:35:00,3.4,"high-tide"
2017-12-06 22:20:00,2017-12-06 22:20:00,0.6,"low-tide"
2017-12-07 04:58:00,2017-12-07 04:58:00,3.5,"high-tide"
2017-12-07 10:54:00,2017-12-07 10:54:00,0.5,"low-tide"
2017-12-07 17:27:00,2017-12-07 17:27:00,3.2,"high-tide"
2017-12-07 23:09:00,2017-12-07 23:09:00,0.8,"low-tide"
2017-12-08 05:51:00,2017-12-08 05:51:00,3.3,"high-tide"
2017-12-08 11:49:00,2017-12-08 11:49:00,0.7,"low-tide"
2017-12-08 18:23:00,2017-12-08 18:23:00,3,"high-tide"
2017-12-09 00:04:00,2017-12-09 00:04:00,1,"low-tide"
2017-12-09 06:49:00,2017-12-09 06:49:00,3.2,"high-tide"
2017-12-09 12:51:00,2017-12-09 12:51:00,1,"low-tide"
2017-12-09 19:25:00,2017-12-09 19:25:00,2.8,"high-tide"
2017-12-10 01:08:00,2017-12-10 01:08:00,1.2,"low-tide"
2017-12-10 07:53:00,2017-12-10 07:53:00,3,"high-tide"
2017-12-10 14:04:00,2017-12-10 14:04:00,1.1,"low-tide"
2017-12-10 20:34:00,2017-12-10 20:34:00,2.7,"high-tide"
2017-12-11 02:25:00,2017-12-11 02:25:00,1.3,"low-tide"
2017-12-11 09:03:00,2017-12-11 09:03:00,2.9,"high-tide"
2017-12-11 15:21:00,2017-12-11 15:21:00,1.2,"low-tide"
2017-12-11 21:46:00,2017-12-11 21:46:00,2.7,"high-tide"
2017-12-12 03:46:00,2017-12-12 03:46:00,1.3,"low-tide"
2017-12-12 10:13:00,2017-12-12 10:13:00,2.9,"high-tide"
2017-12-12 16:29:00,2017-12-12 16:29:00,1.2,"low-tide"
2017-12-12 22:50:00,2017-12-12 22:50:00,2.8,"high-tide"
2017-12-13 04:53:00,2017-12-13 04:53:00,1.2,"low-tide"
2017-12-13 11:13:00,2017-12-13 11:13:00,2.9,"high-tide"
2017-12-13 17:23:00,2017-12-13 17:23:00,1.1,"low-tide"
2017-12-13 23:43:00,2017-12-13 23:43:00,2.9,"high-tide"
